datetime,tanggal,jam,lintang,bujur,magnitudo,kedalaman,wilayah,potensi
2025-10-23 03:06:32,23 Okt 2025,06:24:16 WIB,3.38 LS,128.63 BT,3.4,11 km,Pusat gempa berada di darat 7 km barat laut Amalatu,Gempa ini dirasakan untuk diteruskan pada masyarakat
